"chr","start","end","cluster","sample_name","junction_count","cluster_total","psi","junction_coords","gene_name","junc_cat","strand","n_significant_data","__index_level_0__","group","genotype","rescueExpression","TDP43_kd"
"chr16",88624745,88628758,"clu_17507_+","201903_G335A_pos_siT_1",3,238,0.012605042016806723,"chr16:88624745-88628758","ZC3H18","novel_exon_skip","+",1,109,"siTDP43_rescueInduced_G335A","G335A","rescueInduced","siTDP43"
"chr16",30240242,30242280,"clu_18232_-","201903_G335A_pos_siT_1",13,272,0.04779411764705882,"chr16:30240242-30242280","NPIPB13","novel_donor","-",1,114,"siTDP43_rescueInduced_G335A","G335A","rescueInduced","siTDP43"
"chr16",67395082,67395187,"clu_18442_-","201903_G335A_pos_siT_1",0,5,0,"chr16:67395082-67395187","ZDHHC1","novel_acceptor","-",1,129,"siTDP43_rescueInduced_G335A","G335A","rescueInduced","siTDP43"
"chr18",12430292,12431150,"clu_22375_+","201903_G335A_pos_siT_1",0,85,0,"chr18:12430292-12431150","PRELID3A","novel_donor","+",2,66,"siTDP43_rescueInduced_G335A","G335A","rescueInduced","siTDP43"
"chr19",7168094,7169720,"clu_23042_-","201903_G335A_pos_siT_1",0,26,0,"chr19:7168094-7169720","INSR","novel_donor","-",1,161,"siTDP43_rescueInduced_G335A","G335A","rescueInduced","siTDP43"
"chr19",7169831,7170537,"clu_23042_-","201903_G335A_pos_siT_1",3,26,0.11538461538461539,"chr19:7169831-7170537","INSR","novel_acceptor","-",5,73,"siTDP43_rescueInduced_G335A","G335A","rescueInduced","siTDP43"
"chr19",36572392,36573043,"clu_23542_-","201903_G335A_pos_siT_1",11,263,0.04182509505703422,"chr19:36572392-36573043","ZNF529","novel_donor","-",5,31,"siTDP43_rescueInduced_G335A","G335A","rescueInduced","siTDP43"
"chr19",4491835,4492015,"clu_24310_+","201903_G335A_pos_siT_1",2,151,0.013245033112582781,"chr19:4491835-4492015","HDGFL2","novel_acceptor","+",7,16,"siTDP43_rescueInduced_G335A","G335A","rescueInduced","siTDP43"
"chr19",4492152,4493703,"clu_24310_+","201903_G335A_pos_siT_1",1,151,0.006622516556291391,"chr19:4492152-4493703","HDGFL2","novel_donor","+",6,17,"siTDP43_rescueInduced_G335A","G335A","rescueInduced","siTDP43"
"chr19",21143643,21161546,"clu_24731_+","201903_G335A_pos_siT_1",0,68,0,"chr19:21143643-21161546","ZNF431","novel_acceptor","+",1,90,"siTDP43_rescueInduced_G335A","G335A","rescueInduced","siTDP43"
"chr19",58585793,58586155,"clu_25670_+","201903_G335A_pos_siT_1",1,41,0.024390243902439025,"chr19:58585793-58586155","ENSG00000286104","novel_donor","+",2,149,"siTDP43_rescueInduced_G335A","G335A","rescueInduced","siTDP43"
"chr2",19978167,19978751,"clu_25771_-","201903_G335A_pos_siT_1",4,31,0.12903225806451613,"chr2:19978167-19978751","WDR35","novel_acceptor","-",5,60,"siTDP43_rescueInduced_G335A","G335A","rescueInduced","siTDP43"
"chr2",3458515,3460263,"clu_27272_+","201903_G335A_pos_siT_1",0,19,0,"chr2:3458515-3460263","TRAPPC12","novel_donor","+",9,24,"siTDP43_rescueInduced_G335A","G335A","rescueInduced","siTDP43"
"chr2",241668685,241668875,"clu_28895_+","201903_G335A_pos_siT_1",4,42,0.09523809523809523,"chr2:241668685-241668875","ATG4B","novel_acceptor","+",4,78,"siTDP43_rescueInduced_G335A","G335A","rescueInduced","siTDP43"
"chr2",241668985,241670726,"clu_28895_+","201903_G335A_pos_siT_1",3,42,0.07142857142857142,"chr2:241668985-241670726","ATG4B","novel_donor","+",7,29,"siTDP43_rescueInduced_G335A","G335A","rescueInduced","siTDP43"
"chr20",63439708,63444659,"clu_29405_-","201903_G335A_pos_siT_1",6,84,0.07142857142857142,"chr20:63439708-63444659","KCNQ2","novel_exon_skip","-",9,35,"siTDP43_rescueInduced_G335A","G335A","rescueInduced","siTDP43"
"chr20",38088420,38089726,"clu_29747_+","201903_G335A_pos_siT_1",0,107,0,"chr20:38088420-38089726","RPRD1B","novel_donor","+",1,98,"siTDP43_rescueInduced_G335A","G335A","rescueInduced","siTDP43"
"chr22",17702386,17722274,"clu_31508_+","201903_G335A_pos_siT_1",0,227,0,"chr22:17702386-17722274","BCL2L13","novel_acceptor","+",6,4,"siTDP43_rescueInduced_G335A","G335A","rescueInduced","siTDP43"
"chr3",9468615,9470459,"clu_32158_+","201903_G335A_pos_siT_1",2,224,0.008928571428571428,"chr3:9468615-9470459","SETD5","novel_donor","+",7,8,"siTDP43_rescueInduced_G335A","G335A","rescueInduced","siTDP43"
"chr3",184243630,184244601,"clu_34632_-","201903_G335A_pos_siT_1",9,202,0.04455445544554455,"chr3:184243630-184244601","ALG3","novel_exon_skip","-",1,135,"siTDP43_rescueInduced_G335A","G335A","rescueInduced","siTDP43"
"chr4",932540,951207,"clu_34827_+","201903_G335A_pos_siT_1",0,151,0,"chr4:932540-951207","TMEM175","novel_exon_skip","+",5,3,"siTDP43_rescueInduced_G335A","G335A","rescueInduced","siTDP43"
"chr4",86672543,86674457,"clu_35267_+","201903_G335A_pos_siT_1",0,191,0,"chr4:86672543-86674457","PTPN13","novel_acceptor","+",3,147,"siTDP43_rescueInduced_G335A","G335A","rescueInduced","siTDP43"
"chr9",76638288,76641790,"clu_46589_-","201903_G335A_pos_siT_1",0,32,0,"chr9:76638288-76641790","PRUNE2","novel_donor","-",2,121,"siTDP43_rescueInduced_G335A","G335A","rescueInduced","siTDP43"
"chr2",3458515,3460263,"clu_27272_+","201812_Q331K_pos_siT_1",0,29,0,"chr2:3458515-3460263","TRAPPC12","novel_donor","+",9,24,"siTDP43_rescueInduced_Q331K","Q331K","rescueInduced","siTDP43"
"chr2",241668685,241668875,"clu_28895_+","201812_Q331K_pos_siT_1",0,35,0,"chr2:241668685-241668875","ATG4B","novel_acceptor","+",4,78,"siTDP43_rescueInduced_Q331K","Q331K","rescueInduced","siTDP43"
"chr2",241668985,241670726,"clu_28895_+","201812_Q331K_pos_siT_1",0,35,0,"chr2:241668985-241670726","ATG4B","novel_donor","+",7,29,"siTDP43_rescueInduced_Q331K","Q331K","rescueInduced","siTDP43"
"chr20",63439708,63444659,"clu_29405_-","201812_Q331K_pos_siT_1",0,83,0,"chr20:63439708-63444659","KCNQ2","novel_exon_skip","-",9,35,"siTDP43_rescueInduced_Q331K","Q331K","rescueInduced","siTDP43"
"chr20",38088420,38089726,"clu_29747_+","201812_Q331K_pos_siT_1",0,104,0,"chr20:38088420-38089726","RPRD1B","novel_donor","+",1,98,"siTDP43_rescueInduced_Q331K","Q331K","rescueInduced","siTDP43"
"chr22",17702386,17722274,"clu_31508_+","201812_Q331K_pos_siT_1",0,436,0,"chr22:17702386-17722274","BCL2L13","novel_acceptor","+",6,4,"siTDP43_rescueInduced_Q331K","Q331K","rescueInduced","siTDP43"
"chr3",9468615,9470459,"clu_32158_+","201812_Q331K_pos_siT_1",0,317,0,"chr3:9468615-9470459","SETD5","novel_donor","+",7,8,"siTDP43_rescueInduced_Q331K","Q331K","rescueInduced","siTDP43"
"chr5",69261458,69262205,"clu_36887_+","201903_G335A_pos_siT_1",0,183,0,"chr5:69261458-69262205","CDK7","novel_donor","+",5,5,"siTDP43_rescueInduced_G335A","G335A","rescueInduced","siTDP43"
"chr5",78489153,78564813,"clu_38213_-","201903_G335A_pos_siT_1",0,37,0,"chr5:78489153-78564813","LHFPL2","novel_exon_skip","-",1,22,"siTDP43_rescueInduced_G335A","G335A","rescueInduced","siTDP43"
"chr6",158017290,158019984,"clu_39927_+","201903_G335A_pos_siT_1",0,22,0,"chr6:158017290-158019984","SYNJ2","novel_acceptor","+",4,1,"siTDP43_rescueInduced_G335A","G335A","rescueInduced","siTDP43"
"chr7",45735670,45736787,"clu_41577_-","201903_G335A_pos_siT_1",8,61,0.13114754098360656,"chr7:45735670-45736787","SEPTIN7P2","novel_acceptor","-",6,91,"siTDP43_rescueInduced_G335A","G335A","rescueInduced","siTDP43"
"chr7",100050836,100056911,"clu_43077_+","201903_G335A_pos_siT_1",5,25,0.2,"chr7:100050836-100056911","ZSCAN21","novel_donor","+",1,70,"siTDP43_rescueInduced_G335A","G335A","rescueInduced","siTDP43"
"chr6",158017290,158019984,"clu_39927_+","201812_M337P_pos_siT_2",0,22,0,"chr6:158017290-158019984","SYNJ2","novel_acceptor","+",4,1,"siTDP43_rescueInduced_M337P","M337P","rescueInduced","siTDP43"
"chr7",45735670,45736787,"clu_41577_-","201812_M337P_pos_siT_2",0,56,0,"chr7:45735670-45736787","SEPTIN7P2","novel_acceptor","-",6,91,"siTDP43_rescueInduced_M337P","M337P","rescueInduced","siTDP43"
"chr7",100050836,100056911,"clu_43077_+","201812_M337P_pos_siT_2",2,21,0.09523809523809523,"chr7:100050836-100056911","ZSCAN21","novel_donor","+",1,70,"siTDP43_rescueInduced_M337P","M337P","rescueInduced","siTDP43"
"chr19",58585793,58586155,"clu_25670_+","201812_delUCR_pos_siT_1",0,19,0,"chr19:58585793-58586155","ENSG00000286104","novel_donor","+",2,149,"siTDP43_rescueInduced_delUCR","delUCR","rescueInduced","siTDP43"
"chr2",19978167,19978751,"clu_25771_-","201812_delUCR_pos_siT_1",0,42,0,"chr2:19978167-19978751","WDR35","novel_acceptor","-",5,60,"siTDP43_rescueInduced_delUCR","delUCR","rescueInduced","siTDP43"
"chr2",3458515,3460263,"clu_27272_+","201812_delUCR_pos_siT_1",0,24,0,"chr2:3458515-3460263","TRAPPC12","novel_donor","+",9,24,"siTDP43_rescueInduced_delUCR","delUCR","rescueInduced","siTDP43"
"chr2",241668685,241668875,"clu_28895_+","201812_delUCR_pos_siT_1",0,25,0,"chr2:241668685-241668875","ATG4B","novel_acceptor","+",4,78,"siTDP43_rescueInduced_delUCR","delUCR","rescueInduced","siTDP43"
"chr2",241668985,241670726,"clu_28895_+","201812_delUCR_pos_siT_1",0,25,0,"chr2:241668985-241670726","ATG4B","novel_donor","+",7,29,"siTDP43_rescueInduced_delUCR","delUCR","rescueInduced","siTDP43"
"chr20",63439708,63444659,"clu_29405_-","201812_delUCR_pos_siT_1",3,34,0.08823529411764706,"chr20:63439708-63444659","KCNQ2","novel_exon_skip","-",9,35,"siTDP43_rescueInduced_delUCR","delUCR","rescueInduced","siTDP43"
"chr20",38088420,38089726,"clu_29747_+","201812_delUCR_pos_siT_1",0,87,0,"chr20:38088420-38089726","RPRD1B","novel_donor","+",1,98,"siTDP43_rescueInduced_delUCR","delUCR","rescueInduced","siTDP43"
"chr22",17702386,17722274,"clu_31508_+","201812_delUCR_pos_siT_1",0,275,0,"chr22:17702386-17722274","BCL2L13","novel_acceptor","+",6,4,"siTDP43_rescueInduced_delUCR","delUCR","rescueInduced","siTDP43"
"chr3",9468615,9470459,"clu_32158_+","201812_delUCR_pos_siT_1",0,251,0,"chr3:9468615-9470459","SETD5","novel_donor","+",7,8,"siTDP43_rescueInduced_delUCR","delUCR","rescueInduced","siTDP43"
"chr3",184243630,184244601,"clu_34632_-","201812_delUCR_pos_siT_1",3,183,0.01639344262295082,"chr3:184243630-184244601","ALG3","novel_exon_skip","-",1,135,"siTDP43_rescueInduced_delUCR","delUCR","rescueInduced","siTDP43"
"chr4",932540,951207,"clu_34827_+","201812_delUCR_pos_siT_1",0,119,0,"chr4:932540-951207","TMEM175","novel_exon_skip","+",5,3,"siTDP43_rescueInduced_delUCR","delUCR","rescueInduced","siTDP43"
"chr4",86672543,86674457,"clu_35267_+","201812_delUCR_pos_siT_1",0,308,0,"chr4:86672543-86674457","PTPN13","novel_acceptor","+",3,147,"siTDP43_rescueInduced_delUCR","delUCR","rescueInduced","siTDP43"
"chr5",69261458,69262205,"clu_36887_+","201812_delUCR_pos_siT_1",0,264,0,"chr5:69261458-69262205","CDK7","novel_donor","+",5,5,"siTDP43_rescueInduced_delUCR","delUCR","rescueInduced","siTDP43"
"chr5",78489153,78564813,"clu_38213_-","201812_delUCR_pos_siT_1",0,15,0,"chr5:78489153-78564813","LHFPL2","novel_exon_skip","-",1,22,"siTDP43_rescueInduced_delUCR","delUCR","rescueInduced","siTDP43"
"chr3",184243630,184244601,"clu_34632_-","201812_Q331K_pos_siT_1",2,170,0.011764705882352941,"chr3:184243630-184244601","ALG3","novel_exon_skip","-",1,135,"siTDP43_rescueInduced_Q331K","Q331K","rescueInduced","siTDP43"
"chr4",932540,951207,"clu_34827_+","201812_Q331K_pos_siT_1",0,161,0,"chr4:932540-951207","TMEM175","novel_exon_skip","+",5,3,"siTDP43_rescueInduced_Q331K","Q331K","rescueInduced","siTDP43"
"chr4",86672543,86674457,"clu_35267_+","201812_Q331K_pos_siT_1",0,597,0,"chr4:86672543-86674457","PTPN13","novel_acceptor","+",3,147,"siTDP43_rescueInduced_Q331K","Q331K","rescueInduced","siTDP43"
"chr5",69261458,69262205,"clu_36887_+","201812_Q331K_pos_siT_1",0,422,0,"chr5:69261458-69262205","CDK7","novel_donor","+",5,5,"siTDP43_rescueInduced_Q331K","Q331K","rescueInduced","siTDP43"
"chr5",78489153,78564813,"clu_38213_-","201812_Q331K_pos_siT_1",0,27,0,"chr5:78489153-78564813","LHFPL2","novel_exon_skip","-",1,22,"siTDP43_rescueInduced_Q331K","Q331K","rescueInduced","siTDP43"
"chr6",158017290,158019984,"clu_39927_+","201812_Q331K_pos_siT_1",0,21,0,"chr6:158017290-158019984","SYNJ2","novel_acceptor","+",4,1,"siTDP43_rescueInduced_Q331K","Q331K","rescueInduced","siTDP43"
"chr16",30240242,30242280,"clu_18232_-","201812_M337P_pos_siT_2",11,390,0.028205128205128206,"chr16:30240242-30242280","NPIPB13","novel_donor","-",1,114,"siTDP43_rescueInduced_M337P","M337P","rescueInduced","siTDP43"
"chr16",67395082,67395187,"clu_18442_-","201812_M337P_pos_siT_2",0,9,0,"chr16:67395082-67395187","ZDHHC1","novel_acceptor","-",1,129,"siTDP43_rescueInduced_M337P","M337P","rescueInduced","siTDP43"
"chr18",12430292,12431150,"clu_22375_+","201812_M337P_pos_siT_2",0,55,0,"chr18:12430292-12431150","PRELID3A","novel_donor","+",2,66,"siTDP43_rescueInduced_M337P","M337P","rescueInduced","siTDP43"
"chr19",7168094,7169720,"clu_23042_-","201812_M337P_pos_siT_2",0,39,0,"chr19:7168094-7169720","INSR","novel_donor","-",1,161,"siTDP43_rescueInduced_M337P","M337P","rescueInduced","siTDP43"
"chr19",7169831,7170537,"clu_23042_-","201812_M337P_pos_siT_2",0,39,0,"chr19:7169831-7170537","INSR","novel_acceptor","-",5,73,"siTDP43_rescueInduced_M337P","M337P","rescueInduced","siTDP43"
"chr19",36572392,36573043,"clu_23542_-","201812_M337P_pos_siT_2",5,462,0.010822510822510822,"chr19:36572392-36573043","ZNF529","novel_donor","-",5,31,"siTDP43_rescueInduced_M337P","M337P","rescueInduced","siTDP43"
"chr19",4491835,4492015,"clu_24310_+","201812_M337P_pos_siT_2",0,153,0,"chr19:4491835-4492015","HDGFL2","novel_acceptor","+",7,16,"siTDP43_rescueInduced_M337P","M337P","rescueInduced","siTDP43"
"chr19",4492152,4493703,"clu_24310_+","201812_M337P_pos_siT_2",0,153,0,"chr19:4492152-4493703","HDGFL2","novel_donor","+",6,17,"siTDP43_rescueInduced_M337P","M337P","rescueInduced","siTDP43"
"chr19",21143643,21161546,"clu_24731_+","201812_M337P_pos_siT_2",1,86,0.011627906976744186,"chr19:21143643-21161546","ZNF431","novel_acceptor","+",1,90,"siTDP43_rescueInduced_M337P","M337P","rescueInduced","siTDP43"
"chr14",75959345,75960814,"clu_14299_-","201812_G335A_pos_siT_1",0,5,0,"chr14:75959345-75960814","TGFB3","novel_donor","-",2,102,"siTDP43_rescueInduced_G335A","G335A","rescueInduced","siTDP43"
"chr15",43134014,43135512,"clu_14774_+","201812_G335A_pos_siT_1",0,32,0,"chr15:43134014-43135512","TMEM62","novel_donor","+",1,58,"siTDP43_rescueInduced_G335A","G335A","rescueInduced","siTDP43"
"chr16",14919428,14920272,"clu_16724_+","201812_G335A_pos_siT_1",9,248,0.036290322580645164,"chr16:14919428-14920272","PKD1P3","novel_exon_skip","+",1,130,"siTDP43_rescueInduced_G335A","G335A","rescueInduced","siTDP43"
"chr16",46900883,46906842,"clu_17125_+","201812_G335A_pos_siT_1",0,38,0,"chr16:46900883-46906842","GPT2","novel_donor","+",3,7,"siTDP43_rescueInduced_G335A","G335A","rescueInduced","siTDP43"
"chr16",88624745,88628758,"clu_17507_+","201812_G335A_pos_siT_1",0,310,0,"chr16:88624745-88628758","ZC3H18","novel_exon_skip","+",1,109,"siTDP43_rescueInduced_G335A","G335A","rescueInduced","siTDP43"
"chr16",30240242,30242280,"clu_18232_-","201812_G335A_pos_siT_1",10,436,0.022935779816513763,"chr16:30240242-30242280","NPIPB13","novel_donor","-",1,114,"siTDP43_rescueInduced_G335A","G335A","rescueInduced","siTDP43"
"chr16",67395082,67395187,"clu_18442_-","201812_G335A_pos_siT_1",0,4,0,"chr16:67395082-67395187","ZDHHC1","novel_acceptor","-",1,129,"siTDP43_rescueInduced_G335A","G335A","rescueInduced","siTDP43"
"chr6",158017290,158019984,"clu_39927_+","201812_delUCR_pos_siT_1",0,9,0,"chr6:158017290-158019984","SYNJ2","novel_acceptor","+",4,1,"siTDP43_rescueInduced_delUCR","delUCR","rescueInduced","siTDP43"
"chr7",45735670,45736787,"clu_41577_-","201812_delUCR_pos_siT_1",1,47,0.02127659574468085,"chr7:45735670-45736787","SEPTIN7P2","novel_acceptor","-",6,91,"siTDP43_rescueInduced_delUCR","delUCR","rescueInduced","siTDP43"
"chr7",100050836,100056911,"clu_43077_+","201812_delUCR_pos_siT_1",0,30,0,"chr7:100050836-100056911","ZSCAN21","novel_donor","+",1,70,"siTDP43_rescueInduced_delUCR","delUCR","rescueInduced","siTDP43"
"chr10",127381368,127381953,"clu_5966_+","201812_G335A_pos_siT_1",0,61,0,"chr10:127381368-127381953","DOCK1","novel_acceptor","+",2,125,"siTDP43_rescueInduced_G335A","G335A","rescueInduced","siTDP43"
"chr10",127382041,127384790,"clu_5966_+","201812_G335A_pos_siT_1",0,61,0,"chr10:127382041-127384790","DOCK1","novel_donor","+",2,126,"siTDP43_rescueInduced_G335A","G335A","rescueInduced","siTDP43"
"chr11",216718,224078,"clu_7075_-","201812_G335A_pos_siT_1",0,35,0,"chr11:216718-224078","SIRT3","novel_exon_skip","-",1,150,"siTDP43_rescueInduced_G335A","G335A","rescueInduced","siTDP43"
"chr12",111710437,111712498,"clu_10463_+","201812_G335A_pos_siT_1",0,140,0,"chr12:111710437-111712498","ACAD10","novel_donor","+",1,100,"siTDP43_rescueInduced_G335A","G335A","rescueInduced","siTDP43"
"chr12",131992230,132005077,"clu_10682_+","201812_G335A_pos_siT_1",1,295,0.003389830508474576,"chr12:131992230-132005077","EP400","novel_exon_skip","+",10,30,"siTDP43_rescueInduced_G335A","G335A","rescueInduced","siTDP43"
"chr18",12430292,12431150,"clu_22375_+","201812_G335A_pos_siT_1",0,114,0,"chr18:12430292-12431150","PRELID3A","novel_donor","+",2,66,"siTDP43_rescueInduced_G335A","G335A","rescueInduced","siTDP43"
"chr19",7168094,7169720,"clu_23042_-","201812_G335A_pos_siT_1",0,50,0,"chr19:7168094-7169720","INSR","novel_donor","-",1,161,"siTDP43_rescueInduced_G335A","G335A","rescueInduced","siTDP43"
"chr19",7169831,7170537,"clu_23042_-","201812_G335A_pos_siT_1",2,50,0.04,"chr19:7169831-7170537","INSR","novel_acceptor","-",5,73,"siTDP43_rescueInduced_G335A","G335A","rescueInduced","siTDP43"
"chr19",36572392,36573043,"clu_23542_-","201812_G335A_pos_siT_1",5,596,0.008389261744966443,"chr19:36572392-36573043","ZNF529","novel_donor","-",5,31,"siTDP43_rescueInduced_G335A","G335A","rescueInduced","siTDP43"
"chr19",4491835,4492015,"clu_24310_+","201812_G335A_pos_siT_1",0,164,0,"chr19:4491835-4492015","HDGFL2","novel_acceptor","+",7,16,"siTDP43_rescueInduced_G335A","G335A","rescueInduced","siTDP43"
"chr19",4492152,4493703,"clu_24310_+","201812_G335A_pos_siT_1",0,164,0,"chr19:4492152-4493703","HDGFL2","novel_donor","+",6,17,"siTDP43_rescueInduced_G335A","G335A","rescueInduced","siTDP43"
"chr19",21143643,21161546,"clu_24731_+","201812_G335A_pos_siT_1",0,71,0,"chr19:21143643-21161546","ZNF431","novel_acceptor","+",1,90,"siTDP43_rescueInduced_G335A","G335A","rescueInduced","siTDP43"
"chr14",75959345,75960814,"clu_14299_-","201812_Q331K_pos_siT_1",0,2,0,"chr14:75959345-75960814","TGFB3","novel_donor","-",2,102,"siTDP43_rescueInduced_Q331K","Q331K","rescueInduced","siTDP43"
"chr15",43134014,43135512,"clu_14774_+","201812_Q331K_pos_siT_1",5,64,0.078125,"chr15:43134014-43135512","TMEM62","novel_donor","+",1,58,"siTDP43_rescueInduced_Q331K","Q331K","rescueInduced","siTDP43"
"chr16",14919428,14920272,"clu_16724_+","201812_Q331K_pos_siT_1",0,177,0,"chr16:14919428-14920272","PKD1P3","novel_exon_skip","+",1,130,"siTDP43_rescueInduced_Q331K","Q331K","rescueInduced","siTDP43"
"chr16",46900883,46906842,"clu_17125_+","201812_Q331K_pos_siT_1",0,28,0,"chr16:46900883-46906842","GPT2","novel_donor","+",3,7,"siTDP43_rescueInduced_Q331K","Q331K","rescueInduced","siTDP43"
"chr16",88624745,88628758,"clu_17507_+","201812_Q331K_pos_siT_1",0,287,0,"chr16:88624745-88628758","ZC3H18","novel_exon_skip","+",1,109,"siTDP43_rescueInduced_Q331K","Q331K","rescueInduced","siTDP43"
"chr16",30240242,30242280,"clu_18232_-","201812_Q331K_pos_siT_1",19,490,0.03877551020408163,"chr16:30240242-30242280","NPIPB13","novel_donor","-",1,114,"siTDP43_rescueInduced_Q331K","Q331K","rescueInduced","siTDP43"
"chr16",67395082,67395187,"clu_18442_-","201812_Q331K_pos_siT_1",0,3,0,"chr16:67395082-67395187","ZDHHC1","novel_acceptor","-",1,129,"siTDP43_rescueInduced_Q331K","Q331K","rescueInduced","siTDP43"
"chr1",108896431,108896864,"clu_1219_+","201812_M337P_pos_siT_3",0,26,0,"chr1:108896431-108896864","GPSM2","novel_donor","+",7,14,"siTDP43_rescueInduced_M337P","M337P","rescueInduced","siTDP43"
"chr1",228307531,228309099,"clu_2311_+","201812_M337P_pos_siT_3",0,0,nan,"chr1:228307531-228309099","OBSCN","novel_exon_skip","+",1,128,"siTDP43_rescueInduced_M337P","M337P","rescueInduced","siTDP43"
"chr1",243512426,243523309,"clu_4951_-","201812_M337P_pos_siT_3",0,92,0,"chr1:243512426-243523309","AKT3","novel_donor","-",4,63,"siTDP43_rescueInduced_M337P","M337P","rescueInduced","siTDP43"
"chr10",3099352,3099557,"clu_5018_+","201812_M337P_pos_siT_3",0,93,0,"chr10:3099352-3099557","PFKP","novel_acceptor","+",8,9,"siTDP43_rescueInduced_M337P","M337P","rescueInduced","siTDP43"
"chr1",108896431,108896864,"clu_1219_+","201903_M337P_pos_siT_1",0,15,0,"chr1:108896431-108896864","GPSM2","novel_donor","+",7,14,"siTDP43_rescueInduced_M337P","M337P","rescueInduced","siTDP43"
"chr1",228307531,228309099,"clu_2311_+","201903_M337P_pos_siT_1",0,2,0,"chr1:228307531-228309099","OBSCN","novel_exon_skip","+",1,128,"siTDP43_rescueInduced_M337P","M337P","rescueInduced","siTDP43"
"chr1",243512426,243523309,"clu_4951_-","201903_M337P_pos_siT_1",3,38,0.07894736842105263,"chr1:243512426-243523309","AKT3","novel_donor","-",4,63,"siTDP43_rescueInduced_M337P","M337P","rescueInduced","siTDP43"
"chr10",3099352,3099557,"clu_5018_+","201903_M337P_pos_siT_1",0,104,0,"chr10:3099352-3099557","PFKP","novel_acceptor","+",8,9,"siTDP43_rescueInduced_M337P","M337P","rescueInduced","siTDP43"
"chr1",108896431,108896864,"clu_1219_+","201812_G335A_pos_siT_1",0,55,0,"chr1:108896431-108896864","GPSM2","novel_donor","+",7,14,"siTDP43_rescueInduced_G335A","G335A","rescueInduced","siTDP43"
"chr1",228307531,228309099,"clu_2311_+","201812_G335A_pos_siT_1",1,7,0.14285714285714285,"chr1:228307531-228309099","OBSCN","novel_exon_skip","+",1,128,"siTDP43_rescueInduced_G335A","G335A","rescueInduced","siTDP43"
"chr1",243512426,243523309,"clu_4951_-","201812_G335A_pos_siT_1",0,112,0,"chr1:243512426-243523309","AKT3","novel_donor","-",4,63,"siTDP43_rescueInduced_G335A","G335A","rescueInduced","siTDP43"
"chr10",3099352,3099557,"clu_5018_+","201812_G335A_pos_siT_1",0,148,0,"chr10:3099352-3099557","PFKP","novel_acceptor","+",8,9,"siTDP43_rescueInduced_G335A","G335A","rescueInduced","siTDP43"
"chr12",111710437,111712498,"clu_10463_+","201903_G335A_pos_siT_1",5,77,0.06493506493506493,"chr12:111710437-111712498","ACAD10","novel_donor","+",1,100,"siTDP43_rescueInduced_G335A","G335A","rescueInduced","siTDP43"
"chr12",131992230,132005077,"clu_10682_+","201903_G335A_pos_siT_1",5,140,0.03571428571428571,"chr12:131992230-132005077","EP400","novel_exon_skip","+",10,30,"siTDP43_rescueInduced_G335A","G335A","rescueInduced","siTDP43"
"chr14",75959345,75960814,"clu_14299_-","201903_G335A_pos_siT_1",0,4,0,"chr14:75959345-75960814","TGFB3","novel_donor","-",2,102,"siTDP43_rescueInduced_G335A","G335A","rescueInduced","siTDP43"
"chr15",43134014,43135512,"clu_14774_+","201903_G335A_pos_siT_1",0,29,0,"chr15:43134014-43135512","TMEM62","novel_donor","+",1,58,"siTDP43_rescueInduced_G335A","G335A","rescueInduced","siTDP43"
"chr7",45735670,45736787,"clu_41577_-","201812_Q331K_pos_siT_1",0,60,0,"chr7:45735670-45736787","SEPTIN7P2","novel_acceptor","-",6,91,"siTDP43_rescueInduced_Q331K","Q331K","rescueInduced","siTDP43"
"chr7",100050836,100056911,"clu_43077_+","201812_Q331K_pos_siT_1",2,19,0.10526315789473684,"chr7:100050836-100056911","ZSCAN21","novel_donor","+",1,70,"siTDP43_rescueInduced_Q331K","Q331K","rescueInduced","siTDP43"
"chr9",76638288,76641790,"clu_46589_-","201812_Q331K_pos_siT_1",0,32,0,"chr9:76638288-76641790","PRUNE2","novel_donor","-",2,121,"siTDP43_rescueInduced_Q331K","Q331K","rescueInduced","siTDP43"
"chr9",76638288,76641790,"clu_46589_-","201812_delUCR_pos_siT_1",0,35,0,"chr9:76638288-76641790","PRUNE2","novel_donor","-",2,121,"siTDP43_rescueInduced_delUCR","delUCR","rescueInduced","siTDP43"
"chr14",75959345,75960814,"clu_14299_-","201812_M337P_pos_siT_3",0,4,0,"chr14:75959345-75960814","TGFB3","novel_donor","-",2,102,"siTDP43_rescueInduced_M337P","M337P","rescueInduced","siTDP43"
"chr15",43134014,43135512,"clu_14774_+","201812_M337P_pos_siT_3",0,11,0,"chr15:43134014-43135512","TMEM62","novel_donor","+",1,58,"siTDP43_rescueInduced_M337P","M337P","rescueInduced","siTDP43"
"chr16",14919428,14920272,"clu_16724_+","201812_M337P_pos_siT_3",0,122,0,"chr16:14919428-14920272","PKD1P3","novel_exon_skip","+",1,130,"siTDP43_rescueInduced_M337P","M337P","rescueInduced","siTDP43"
"chr16",46900883,46906842,"clu_17125_+","201812_M337P_pos_siT_3",0,16,0,"chr16:46900883-46906842","GPT2","novel_donor","+",3,7,"siTDP43_rescueInduced_M337P","M337P","rescueInduced","siTDP43"
"chr16",88624745,88628758,"clu_17507_+","201812_M337P_pos_siT_3",0,201,0,"chr16:88624745-88628758","ZC3H18","novel_exon_skip","+",1,109,"siTDP43_rescueInduced_M337P","M337P","rescueInduced","siTDP43"
